category_pair,f1,total_count,cc,un,size,run_id
Möbel & Wohnen | Möbel & Wohnen,0.13793103448275862,634,80cc20rnd,000un,small,1
Auto & Motorrad | Auto & Motorrad,0.0,126,50cc50rnd,050un,small,2
Spielzeug & Baby | Spielzeug & Baby,0.0,113,50cc50rnd,050un,small,2
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.0,109,50cc50rnd,050un,small,2
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,90,50cc50rnd,050un,small,2
Kleidung & Accessoires | Spielzeug & Baby,0.0,86,50cc50rnd,050un,small,2
Möbel & Wohnen | Sport & Freizeit,0.0,72,50cc50rnd,050un,small,2
Möbel & Wohnen | Spielzeug & Baby,0.0,68,50cc50rnd,050un,small,2
Sport & Freizeit | Sport & Freizeit,0.0,66,50cc50rnd,050un,small,2
Kosmetik & Drogerie | Kosmetik & Drogerie,0.0,59,50cc50rnd,050un,small,2
Elektronik & Computer | Werkzeug & Baumarkt,0.0,58,50cc50rnd,050un,small,2
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,58,50cc50rnd,050un,small,2
Kosmetik & Drogerie | Möbel & Wohnen,0.0,56,50cc50rnd,050un,small,2
Gesundheit & Pflege | Kleidung & Accessoires,0.0,55,50cc50rnd,050un,small,2
Auto & Motorrad | Kleidung & Accessoires,0.0,53,50cc50rnd,050un,small,2
Gesundheit & Pflege | Möbel & Wohnen,0.0,51,50cc50rnd,050un,small,2
Gesundheit & Pflege | Kosmetik & Drogerie,0.0,45,50cc50rnd,050un,small,2
Auto & Motorrad | Möbel & Wohnen,0.0,40,50cc50rnd,050un,small,2
Elektronik & Computer | Sport & Freizeit,0.0,37,50cc50rnd,050un,small,2
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,35,50cc50rnd,050un,small,2
Gesundheit & Pflege | Gesundheit & Pflege,0.0,35,50cc50rnd,050un,small,2
Elektronik & Computer | Spielzeug & Baby,0.0,32,50cc50rnd,050un,small,2
Bürobedarf | Möbel & Wohnen,0.0,27,50cc50rnd,050un,small,2
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,26,50cc50rnd,050un,small,2
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,26,50cc50rnd,050un,small,2
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,25,50cc50rnd,050un,small,2
Elektronik & Computer | Gesundheit & Pflege,0.0,25,50cc50rnd,050un,small,2
Bürobedarf | Kleidung & Accessoires,0.0,24,50cc50rnd,050un,small,2
Auto & Motorrad | Sport & Freizeit,0.0,23,50cc50rnd,050un,small,2
Elektronik & Computer | Kosmetik & Drogerie,0.0,23,50cc50rnd,050un,small,2
Auto & Motorrad | Elektronik & Computer,0.0,22,50cc50rnd,050un,small,2
Bürobedarf | Elektronik & Computer,0.0,21,50cc50rnd,050un,small,2
Auto & Motorrad | Werkzeug & Baumarkt,0.0,18,50cc50rnd,050un,small,2
Kosmetik & Drogerie | Spielzeug & Baby,0.0,16,50cc50rnd,050un,small,2
Sport & Freizeit | Werkzeug & Baumarkt,0.0,16,50cc50rnd,050un,small,2
Auto & Motorrad | Kosmetik & Drogerie,0.0,15,50cc50rnd,050un,small,2
Gesundheit & Pflege | Sport & Freizeit,0.0,14,50cc50rnd,050un,small,2
Gesundheit & Pflege | Spielzeug & Baby,0.0,14,50cc50rnd,050un,small,2
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,12,50cc50rnd,050un,small,2
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,12,50cc50rnd,050un,small,2
Auto & Motorrad | Spielzeug & Baby,0.0,11,50cc50rnd,050un,small,2
"Bücher, Filme & Musik | Elektronik & Computer",0.0,10,50cc50rnd,050un,small,2
Spielzeug & Baby | Sport & Freizeit,0.0,9,50cc50rnd,050un,small,2
Kosmetik & Drogerie | Sport & Freizeit,0.0,8,50cc50rnd,050un,small,2
Auto & Motorrad | Gesundheit & Pflege,0.0,7,50cc50rnd,050un,small,2
Bürobedarf | Werkzeug & Baumarkt,0.0,7,50cc50rnd,050un,small,2
Bürobedarf | Bürobedarf,0.0,5,50cc50rnd,050un,small,2
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,5,50cc50rnd,050un,small,2
Auto & Motorrad | Bürobedarf,0.0,4,50cc50rnd,050un,small,2
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,3,50cc50rnd,050un,small,2
"Auto & Motorrad | Bücher, Filme & Musik",0.0,3,50cc50rnd,050un,small,2
Lebensmittel & Getränke | Möbel & Wohnen,0.0,3,50cc50rnd,050un,small,2
Bürobedarf | Kosmetik & Drogerie,0.0,3,50cc50rnd,050un,small,2
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,3,50cc50rnd,050un,small,2
"Bücher, Filme & Musik | Sport & Freizeit",0.0,2,50cc50rnd,050un,small,2
"Bücher, Filme & Musik | Bücher, Filme & Musik",0.0,2,50cc50rnd,050un,small,2
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,2,50cc50rnd,050un,small,2
Bürobedarf | Sport & Freizeit,0.0,2,50cc50rnd,050un,small,2
Lebensmittel & Getränke | Lebensmittel & Getränke,0.0,1,50cc50rnd,050un,small,2
Bürobedarf | Spielzeug & Baby,0.0,1,50cc50rnd,050un,small,2
Elektronik & Computer | Lebensmittel & Getränke,0.0,1,50cc50rnd,050un,small,2
"Bücher, Filme & Musik | Lebensmittel & Getränke",0.0,1,50cc50rnd,050un,small,2
Bürobedarf | Gesundheit & Pflege,0.0,1,50cc50rnd,050un,small,2
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,50cc50rnd,050un,small,2
Kleidung & Accessoires | Kleidung & Accessoires,0.4302788844621514,800,50cc50rnd,050un,small,0
Möbel & Wohnen | Möbel & Wohnen,0.4100418410041841,644,50cc50rnd,050un,small,0
Kleidung & Accessoires | Möbel & Wohnen,0.0,293,50cc50rnd,050un,small,0
Elektronik & Computer | Kleidung & Accessoires,0.3076923076923077,210,50cc50rnd,050un,small,0
Elektronik & Computer | Elektronik & Computer,0.7160493827160493,198,50cc50rnd,050un,small,0
Elektronik & Computer | Möbel & Wohnen,0.5882352941176471,184,50cc50rnd,050un,small,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.6666666666666666,174,50cc50rnd,050un,small,0
Kleidung & Accessoires | Sport & Freizeit,0.5,165,50cc50rnd,050un,small,0
Auto & Motorrad | Auto & Motorrad,0.375,126,50cc50rnd,050un,small,0
Spielzeug & Baby | Spielzeug & Baby,0.8095238095238095,113,50cc50rnd,050un,small,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.5964912280701754,109,50cc50rnd,050un,small,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,90,50cc50rnd,050un,small,0
Kleidung & Accessoires | Spielzeug & Baby,1.0,86,50cc50rnd,050un,small,0
Möbel & Wohnen | Sport & Freizeit,0.6666666666666666,72,50cc50rnd,050un,small,0
Möbel & Wohnen | Spielzeug & Baby,0.0,68,50cc50rnd,050un,small,0
Sport & Freizeit | Sport & Freizeit,0.6451612903225806,66,50cc50rnd,050un,small,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.6285714285714286,59,50cc50rnd,050un,small,0
Elektronik & Computer | Werkzeug & Baumarkt,0.4,58,50cc50rnd,050un,small,0
Kleidung & Accessoires | Kosmetik & Drogerie,0.6666666666666666,58,50cc50rnd,050un,small,0
Kosmetik & Drogerie | Möbel & Wohnen,1.0,56,50cc50rnd,050un,small,0
Gesundheit & Pflege | Kleidung & Accessoires,0.0,55,50cc50rnd,050un,small,0
Auto & Motorrad | Kleidung & Accessoires,0.0,53,50cc50rnd,050un,small,0
Gesundheit & Pflege | Möbel & Wohnen,0.6666666666666666,51,50cc50rnd,050un,small,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.6086956521739131,45,50cc50rnd,050un,small,0
Auto & Motorrad | Möbel & Wohnen,0.0,40,50cc50rnd,050un,small,0
Elektronik & Computer | Sport & Freizeit,0.0,37,50cc50rnd,050un,small,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.6666666666666666,35,50cc50rnd,050un,small,0
Gesundheit & Pflege | Gesundheit & Pflege,0.8421052631578947,35,50cc50rnd,050un,small,0
Elektronik & Computer | Spielzeug & Baby,1.0,32,50cc50rnd,050un,small,0
Bürobedarf | Möbel & Wohnen,0.0,27,50cc50rnd,050un,small,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,26,50cc50rnd,050un,small,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,26,50cc50rnd,050un,small,0
Gesundheit & Pflege | Werkzeug & Baumarkt,1.0,25,50cc50rnd,050un,small,0
Elektronik & Computer | Gesundheit & Pflege,0.0,25,50cc50rnd,050un,small,0
Bürobedarf | Kleidung & Accessoires,0.0,24,50cc50rnd,050un,small,0
Auto & Motorrad | Sport & Freizeit,0.8,23,50cc50rnd,050un,small,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,23,50cc50rnd,050un,small,0
Auto & Motorrad | Elektronik & Computer,0.0,22,50cc50rnd,050un,small,0
Bürobedarf | Elektronik & Computer,0.6666666666666666,21,50cc50rnd,050un,small,0
Auto & Motorrad | Werkzeug & Baumarkt,1.0,18,50cc50rnd,050un,small,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,16,50cc50rnd,050un,small,0
Sport & Freizeit | Werkzeug & Baumarkt,0.0,16,50cc50rnd,050un,small,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,15,50cc50rnd,050un,small,0
Gesundheit & Pflege | Sport & Freizeit,0.0,14,50cc50rnd,050un,small,0
Gesundheit & Pflege | Spielzeug & Baby,0.0,14,50cc50rnd,050un,small,0
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,12,50cc50rnd,050un,small,0
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,12,50cc50rnd,050un,small,0
Auto & Motorrad | Spielzeug & Baby,1.0,11,50cc50rnd,050un,small,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,10,50cc50rnd,050un,small,0
Spielzeug & Baby | Sport & Freizeit,0.0,9,50cc50rnd,050un,small,0
Kosmetik & Drogerie | Sport & Freizeit,0.0,8,50cc50rnd,050un,small,0
Auto & Motorrad | Gesundheit & Pflege,0.0,7,50cc50rnd,050un,small,0
Bürobedarf | Werkzeug & Baumarkt,0.0,7,50cc50rnd,050un,small,0
Bürobedarf | Bürobedarf,0.8,5,50cc50rnd,050un,small,0
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,5,50cc50rnd,050un,small,0
Auto & Motorrad | Bürobedarf,0.0,4,50cc50rnd,050un,small,0
"Bücher, Filme & Musik | Gesundheit & Pflege",1.0,3,50cc50rnd,050un,small,0
"Auto & Motorrad | Bücher, Filme & Musik",0.0,3,50cc50rnd,050un,small,0
Lebensmittel & Getränke | Möbel & Wohnen,0.0,3,50cc50rnd,050un,small,0
Bürobedarf | Kosmetik & Drogerie,0.0,3,50cc50rnd,050un,small,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,3,50cc50rnd,050un,small,0
"Bücher, Filme & Musik | Sport & Freizeit",0.0,2,50cc50rnd,050un,small,0
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,2,50cc50rnd,050un,small,0
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,2,50cc50rnd,050un,small,0
Bürobedarf | Sport & Freizeit,0.0,2,50cc50rnd,050un,small,0
Lebensmittel & Getränke | Lebensmittel & Getränke,1.0,1,50cc50rnd,050un,small,0
Bürobedarf | Spielzeug & Baby,1.0,1,50cc50rnd,050un,small,0
Elektronik & Computer | Lebensmittel & Getränke,0.0,1,50cc50rnd,050un,small,0
"Bücher, Filme & Musik | Lebensmittel & Getränke",0.0,1,50cc50rnd,050un,small,0
Bürobedarf | Gesundheit & Pflege,0.0,1,50cc50rnd,050un,small,0
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,50cc50rnd,050un,small,0
Kleidung & Accessoires | Kleidung & Accessoires,0.6044776119402985,919,20cc80rnd,100un,large,1
Möbel & Wohnen | Möbel & Wohnen,0.441025641025641,709,20cc80rnd,100un,large,1
Kleidung & Accessoires | Möbel & Wohnen,0.5,429,20cc80rnd,100un,large,1
Kleidung & Accessoires | Sport & Freizeit,0.5416666666666666,206,20cc80rnd,100un,large,1
Elektronik & Computer | Möbel & Wohnen,0.8205128205128205,194,20cc80rnd,100un,large,1
Elektronik & Computer | Kleidung & Accessoires,0.8,176,20cc80rnd,100un,large,1
Möbel & Wohnen | Werkzeug & Baumarkt,0.45161290322580644,108,20cc80rnd,100un,large,1
Elektronik & Computer | Elektronik & Computer,0.8493150684931506,102,20cc80rnd,100un,large,1
Kleidung & Accessoires | Spielzeug & Baby,1.0,97,20cc80rnd,100un,large,1
Spielzeug & Baby | Spielzeug & Baby,0.6376811594202898,97,20cc80rnd,100un,large,1
Möbel & Wohnen | Spielzeug & Baby,0.6666666666666666,97,20cc80rnd,100un,large,1
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,93,20cc80rnd,100un,large,1
Sport & Freizeit | Sport & Freizeit,0.5357142857142857,89,20cc80rnd,100un,large,1
Möbel & Wohnen | Sport & Freizeit,1.0,87,20cc80rnd,100un,large,1
Auto & Motorrad | Kleidung & Accessoires,0.0,83,20cc80rnd,100un,large,1
Kleidung & Accessoires | Werkzeug & Baumarkt,0.6666666666666666,80,20cc80rnd,100un,large,1
Auto & Motorrad | Auto & Motorrad,0.8,79,20cc80rnd,100un,large,1
Kosmetik & Drogerie | Möbel & Wohnen,1.0,75,20cc80rnd,100un,large,1
Kosmetik & Drogerie | Kosmetik & Drogerie,0.7391304347826086,72,20cc80rnd,100un,large,1
Elektronik & Computer | Werkzeug & Baumarkt,0.8571428571428571,55,20cc80rnd,100un,large,1
Auto & Motorrad | Möbel & Wohnen,0.0,46,20cc80rnd,100un,large,1
Elektronik & Computer | Spielzeug & Baby,1.0,38,20cc80rnd,100un,large,1
Elektronik & Computer | Kosmetik & Drogerie,0.6666666666666666,37,20cc80rnd,100un,large,1
Gesundheit & Pflege | Möbel & Wohnen,0.8,29,20cc80rnd,100un,large,1
Gesundheit & Pflege | Kleidung & Accessoires,0.0,29,20cc80rnd,100un,large,1
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.8,27,20cc80rnd,100un,large,1
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,23,20cc80rnd,100un,large,1
Kosmetik & Drogerie | Werkzeug & Baumarkt,1.0,21,20cc80rnd,100un,large,1
Elektronik & Computer | Gesundheit & Pflege,0.0,20,20cc80rnd,100un,large,1
Elektronik & Computer | Sport & Freizeit,0.0,20,20cc80rnd,100un,large,1
Auto & Motorrad | Elektronik & Computer,0.0,19,20cc80rnd,100un,large,1
Gesundheit & Pflege | Kosmetik & Drogerie,0.631578947368421,19,20cc80rnd,100un,large,1
Bürobedarf | Kleidung & Accessoires,0.0,18,20cc80rnd,100un,large,1
Kosmetik & Drogerie | Sport & Freizeit,0.0,16,20cc80rnd,100un,large,1
Sport & Freizeit | Werkzeug & Baumarkt,0.0,15,20cc80rnd,100un,large,1
Auto & Motorrad | Sport & Freizeit,0.0,14,20cc80rnd,100un,large,1
Auto & Motorrad | Spielzeug & Baby,0.0,13,20cc80rnd,100un,large,1
Bürobedarf | Möbel & Wohnen,0.0,13,20cc80rnd,100un,large,1
Lebensmittel & Getränke | Möbel & Wohnen,0.0,12,20cc80rnd,100un,large,1
Bürobedarf | Elektronik & Computer,1.0,12,20cc80rnd,100un,large,1
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,12,20cc80rnd,100un,large,1
Spielzeug & Baby | Sport & Freizeit,1.0,12,20cc80rnd,100un,large,1
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,11,20cc80rnd,100un,large,1
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,10,20cc80rnd,100un,large,1
Auto & Motorrad | Werkzeug & Baumarkt,0.0,10,20cc80rnd,100un,large,1
Kosmetik & Drogerie | Spielzeug & Baby,0.0,10,20cc80rnd,100un,large,1
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,8,20cc80rnd,100un,large,1
Gesundheit & Pflege | Sport & Freizeit,0.0,8,20cc80rnd,100un,large,1
Bürobedarf | Kosmetik & Drogerie,0.0,8,20cc80rnd,100un,large,1
Auto & Motorrad | Kosmetik & Drogerie,0.0,7,20cc80rnd,100un,large,1
Haustier & Tierbedarf | Möbel & Wohnen,0.0,6,20cc80rnd,100un,large,1
Gesundheit & Pflege | Gesundheit & Pflege,0.8571428571428571,6,20cc80rnd,100un,large,1
Elektronik & Computer | Lebensmittel & Getränke,1.0,5,20cc80rnd,100un,large,1
Bürobedarf | Sport & Freizeit,0.0,5,20cc80rnd,100un,large,1
Auto & Motorrad | Gesundheit & Pflege,0.0,5,20cc80rnd,100un,large,1
Haustier & Tierbedarf | Kleidung & Accessoires,0.0,5,20cc80rnd,100un,large,1
Bürobedarf | Werkzeug & Baumarkt,0.0,5,20cc80rnd,100un,large,1
Bürobedarf | Spielzeug & Baby,1.0,3,20cc80rnd,100un,large,1
Bürobedarf | Bürobedarf,1.0,3,20cc80rnd,100un,large,1
Auto & Motorrad | Bürobedarf,0.0,3,20cc80rnd,100un,large,1
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,3,20cc80rnd,100un,large,1
"Bücher, Filme & Musik | Elektronik & Computer",0.0,3,20cc80rnd,100un,large,1
Auto & Motorrad | Lebensmittel & Getränke,0.0,2,20cc80rnd,100un,large,1
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,2,20cc80rnd,100un,large,1
Gesundheit & Pflege | Spielzeug & Baby,0.0,2,20cc80rnd,100un,large,1
"Bücher, Filme & Musik | Sport & Freizeit",0.0,2,20cc80rnd,100un,large,1
Haustier & Tierbedarf | Spielzeug & Baby,0.0,2,20cc80rnd,100un,large,1
Lebensmittel & Getränke | Sport & Freizeit,0.0,2,20cc80rnd,100un,large,1
"Auto & Motorrad | Bücher, Filme & Musik",0.0,2,20cc80rnd,100un,large,1
Auto & Motorrad | Haustier & Tierbedarf,0.0,1,20cc80rnd,100un,large,1
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,1,20cc80rnd,100un,large,1
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,1,20cc80rnd,100un,large,1
Lebensmittel & Getränke | Spielzeug & Baby,0.0,1,20cc80rnd,100un,large,1
"Bücher, Filme & Musik | Lebensmittel & Getränke",1.0,1,20cc80rnd,100un,large,1
"Bücher, Filme & Musik | Bürobedarf",0.0,1,20cc80rnd,100un,large,1
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,1,20cc80rnd,100un,large,1
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,20cc80rnd,100un,large,1
Haustier & Tierbedarf | Haustier & Tierbedarf,0.0,1,20cc80rnd,100un,large,1
Kleidung & Accessoires | Kleidung & Accessoires,0.6022304832713755,919,20cc80rnd,100un,large,2
Möbel & Wohnen | Möbel & Wohnen,0.4392764857881137,709,20cc80rnd,100un,large,2
Kleidung & Accessoires | Möbel & Wohnen,0.6153846153846154,429,20cc80rnd,100un,large,2
Kleidung & Accessoires | Sport & Freizeit,0.5652173913043478,206,20cc80rnd,100un,large,2
Elektronik & Computer | Möbel & Wohnen,0.8421052631578947,194,20cc80rnd,100un,large,2
Elektronik & Computer | Kleidung & Accessoires,0.8,176,20cc80rnd,100un,large,2
Möbel & Wohnen | Werkzeug & Baumarkt,0.5185185185185185,108,20cc80rnd,100un,large,2
Elektronik & Computer | Elektronik & Computer,0.8611111111111112,102,20cc80rnd,100un,large,2
Kleidung & Accessoires | Spielzeug & Baby,1.0,97,20cc80rnd,100un,large,2
Spielzeug & Baby | Spielzeug & Baby,0.7333333333333333,97,20cc80rnd,100un,large,2
Möbel & Wohnen | Spielzeug & Baby,0.6666666666666666,97,20cc80rnd,100un,large,2
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,93,20cc80rnd,100un,large,2
Sport & Freizeit | Sport & Freizeit,0.5454545454545454,89,20cc80rnd,100un,large,2
Möbel & Wohnen | Sport & Freizeit,1.0,87,20cc80rnd,100un,large,2
Auto & Motorrad | Kleidung & Accessoires,0.0,83,20cc80rnd,100un,large,2
Kleidung & Accessoires | Werkzeug & Baumarkt,0.6666666666666666,80,20cc80rnd,100un,large,2
Auto & Motorrad | Auto & Motorrad,0.8235294117647058,79,20cc80rnd,100un,large,2
Kosmetik & Drogerie | Möbel & Wohnen,1.0,75,20cc80rnd,100un,large,2
Kosmetik & Drogerie | Kosmetik & Drogerie,0.7391304347826086,72,20cc80rnd,100un,large,2
Elektronik & Computer | Werkzeug & Baumarkt,0.8571428571428571,55,20cc80rnd,100un,large,2
Auto & Motorrad | Möbel & Wohnen,0.0,46,20cc80rnd,100un,large,2
Elektronik & Computer | Spielzeug & Baby,1.0,38,20cc80rnd,100un,large,2
Elektronik & Computer | Kosmetik & Drogerie,0.6666666666666666,37,20cc80rnd,100un,large,2
Gesundheit & Pflege | Möbel & Wohnen,0.8,29,20cc80rnd,100un,large,2
Gesundheit & Pflege | Kleidung & Accessoires,0.0,29,20cc80rnd,100un,large,2
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.8,27,20cc80rnd,100un,large,2
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,23,20cc80rnd,100un,large,2
Kosmetik & Drogerie | Werkzeug & Baumarkt,1.0,21,20cc80rnd,100un,large,2
Elektronik & Computer | Gesundheit & Pflege,0.0,20,20cc80rnd,100un,large,2
Elektronik & Computer | Sport & Freizeit,0.0,20,20cc80rnd,100un,large,2
Auto & Motorrad | Elektronik & Computer,0.0,19,20cc80rnd,100un,large,2
Gesundheit & Pflege | Kosmetik & Drogerie,0.5714285714285714,19,20cc80rnd,100un,large,2
Bürobedarf | Kleidung & Accessoires,0.0,18,20cc80rnd,100un,large,2
Kosmetik & Drogerie | Sport & Freizeit,0.0,16,20cc80rnd,100un,large,2
Sport & Freizeit | Werkzeug & Baumarkt,0.0,15,20cc80rnd,100un,large,2
Auto & Motorrad | Sport & Freizeit,0.0,14,20cc80rnd,100un,large,2
Auto & Motorrad | Spielzeug & Baby,0.0,13,20cc80rnd,100un,large,2
Bürobedarf | Möbel & Wohnen,0.0,13,20cc80rnd,100un,large,2
Lebensmittel & Getränke | Möbel & Wohnen,0.0,12,20cc80rnd,100un,large,2
Bürobedarf | Elektronik & Computer,1.0,12,20cc80rnd,100un,large,2
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,12,20cc80rnd,100un,large,2
Spielzeug & Baby | Sport & Freizeit,1.0,12,20cc80rnd,100un,large,2
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,11,20cc80rnd,100un,large,2
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,10,20cc80rnd,100un,large,2
Auto & Motorrad | Werkzeug & Baumarkt,0.0,10,20cc80rnd,100un,large,2
Kosmetik & Drogerie | Spielzeug & Baby,0.0,10,20cc80rnd,100un,large,2
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,8,20cc80rnd,100un,large,2
Gesundheit & Pflege | Sport & Freizeit,0.0,8,20cc80rnd,100un,large,2
Bürobedarf | Kosmetik & Drogerie,0.0,8,20cc80rnd,100un,large,2
Auto & Motorrad | Kosmetik & Drogerie,0.0,7,20cc80rnd,100un,large,2
Haustier & Tierbedarf | Möbel & Wohnen,0.0,6,20cc80rnd,100un,large,2
Gesundheit & Pflege | Gesundheit & Pflege,0.8571428571428571,6,20cc80rnd,100un,large,2
Elektronik & Computer | Lebensmittel & Getränke,1.0,5,20cc80rnd,100un,large,2
Bürobedarf | Sport & Freizeit,0.0,5,20cc80rnd,100un,large,2
Auto & Motorrad | Gesundheit & Pflege,0.0,5,20cc80rnd,100un,large,2
Haustier & Tierbedarf | Kleidung & Accessoires,0.0,5,20cc80rnd,100un,large,2
Bürobedarf | Werkzeug & Baumarkt,0.0,5,20cc80rnd,100un,large,2
Bürobedarf | Spielzeug & Baby,1.0,3,20cc80rnd,100un,large,2
Bürobedarf | Bürobedarf,1.0,3,20cc80rnd,100un,large,2
Auto & Motorrad | Bürobedarf,0.0,3,20cc80rnd,100un,large,2
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,3,20cc80rnd,100un,large,2
"Bücher, Filme & Musik | Elektronik & Computer",0.0,3,20cc80rnd,100un,large,2
Auto & Motorrad | Lebensmittel & Getränke,0.0,2,20cc80rnd,100un,large,2
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,2,20cc80rnd,100un,large,2
Gesundheit & Pflege | Spielzeug & Baby,0.0,2,20cc80rnd,100un,large,2
"Bücher, Filme & Musik | Sport & Freizeit",0.0,2,20cc80rnd,100un,large,2
Haustier & Tierbedarf | Spielzeug & Baby,0.0,2,20cc80rnd,100un,large,2
Lebensmittel & Getränke | Sport & Freizeit,0.0,2,20cc80rnd,100un,large,2
"Auto & Motorrad | Bücher, Filme & Musik",0.0,2,20cc80rnd,100un,large,2
Auto & Motorrad | Haustier & Tierbedarf,0.0,1,20cc80rnd,100un,large,2
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,1,20cc80rnd,100un,large,2
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,1,20cc80rnd,100un,large,2
Lebensmittel & Getränke | Spielzeug & Baby,0.0,1,20cc80rnd,100un,large,2
"Bücher, Filme & Musik | Lebensmittel & Getränke",1.0,1,20cc80rnd,100un,large,2
"Bücher, Filme & Musik | Bürobedarf",0.0,1,20cc80rnd,100un,large,2
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,1,20cc80rnd,100un,large,2
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,20cc80rnd,100un,large,2
Haustier & Tierbedarf | Haustier & Tierbedarf,0.0,1,20cc80rnd,100un,large,2
Kleidung & Accessoires | Kleidung & Accessoires,0.6377952755905512,919,20cc80rnd,100un,large,0
Möbel & Wohnen | Möbel & Wohnen,0.4696132596685083,709,20cc80rnd,100un,large,0
Kleidung & Accessoires | Möbel & Wohnen,0.5714285714285714,429,20cc80rnd,100un,large,0
Kleidung & Accessoires | Sport & Freizeit,0.631578947368421,206,20cc80rnd,100un,large,0
Elektronik & Computer | Möbel & Wohnen,0.8421052631578947,194,20cc80rnd,100un,large,0
Elektronik & Computer | Kleidung & Accessoires,0.8,176,20cc80rnd,100un,large,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.5,108,20cc80rnd,100un,large,0
Elektronik & Computer | Elektronik & Computer,0.8611111111111112,102,20cc80rnd,100un,large,0
Kleidung & Accessoires | Spielzeug & Baby,1.0,97,20cc80rnd,100un,large,0
Spielzeug & Baby | Spielzeug & Baby,0.676923076923077,97,20cc80rnd,100un,large,0
Möbel & Wohnen | Spielzeug & Baby,0.6666666666666666,97,20cc80rnd,100un,large,0
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,93,20cc80rnd,100un,large,0
Sport & Freizeit | Sport & Freizeit,0.6122448979591837,89,20cc80rnd,100un,large,0
Möbel & Wohnen | Sport & Freizeit,1.0,87,20cc80rnd,100un,large,0
Auto & Motorrad | Kleidung & Accessoires,0.0,83,20cc80rnd,100un,large,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.6666666666666666,80,20cc80rnd,100un,large,0
Auto & Motorrad | Auto & Motorrad,0.8235294117647058,79,20cc80rnd,100un,large,0
Kosmetik & Drogerie | Möbel & Wohnen,1.0,75,20cc80rnd,100un,large,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.7727272727272727,72,20cc80rnd,100un,large,0
