feature#####model#####mean_train_score#####std_train_score#####mean_valid_score#####std_valid_score#####precision_test#####recall_test#####f1_test#####best_params#####train_time#####prediction_time#####feature_importance#####experiment_name#####train_set#####test_set
brand+name+price+desc#####NaiveBayes#####0.8035944621205606#####0.0#####0.482897384305835#####0.0#####0.18655097613882862#####0.2471264367816092#####0.2126081582200247#####{}#####0.009330034255981445#####0.0016911029815673828##########learning-curve#####preprocessed_products80cc20rnd000un_train_large_wordcooc#####preprocessed_products80cc20rnd000un_train_large_wordcooc_preprocessed_products80cc20rnd100un_gs
brand+name+price+desc#####XGBoost#####0.8195117765669913#####0.0#####0.4313326551373347#####0.0#####0.1980392156862745#####0.29022988505747127#####0.23543123543123542#####{'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 1, 'colsample_bytree': 0.8}#####1.097567081451416#####0.01175546646118164#####[('monopoly', 0.008698169142007828), ('akku', 0.005518368910998106), ('atlas', 0.005207509733736515), ('anthrazit', 0.004626438487321138), ('luxe', 0.004620075225830078), ('visier', 0.004589414689689875), ('pro', 0.004547881428152323), ('weiß', 0.0043894085101783276), ('245', 0.0042391023598611355), ('box', 0.004202766809612513), ('r17', 0.004128718748688698), ('70', 0.004098515957593918), ('grün', 0.004092720802873373), ('hansgrohe', 0.004079518839716911), ('entdecken', 0.004065095912665129), ('gmbh', 0.00403417507186532), ('panasonic', 0.0038760558236390352), ('metabo', 0.003842725418508053), ('siemens', 0.0038188165053725243), ('dewalt', 0.0037808299530297518), ('plus', 0.003779452061280608), ('makita', 0.003768383990973234), ('aqua', 0.003734412370249629), ('taupe', 0.003721812041476369), ('horror', 0.0037071092519909143), ('1aer', 0.0036313291639089584), ('75', 0.003621238050982356), ('canon', 0.003592884400859475), ('special', 0.003574162954464555), ('longhi', 0.0035438104532659054), ('4k', 0.003534994088113308), ('warum', 0.0035215984098613262), ('segway', 0.00342197110876441), ('hasbro', 0.003399382345378399), ('graef', 0.0033909038174897432), ('mini', 0.0033861789852380753), ('hobbs', 0.0033764075487852097), ('classic', 0.0033748659770935774), ('volker', 0.003369175596162677), ('girls', 0.0033418620005249977), ('rasenmäher', 0.003338142530992627), ('sling', 0.0033046817407011986), ('collection', 0.0032477385830134153), ('32', 0.0032473623286932707), ('duo', 0.0032396872993558645), ('berlin', 0.003237121971324086), ('easy', 0.0032286453060805798), ('ii', 0.0032237430568784475), ('s110', 0.0032190450001507998), ('creme', 0.003215289209038019), ('aeg', 0.00320822955109179), ('avalon', 0.0032019454520195723), ('20', 0.0031917900778353214), ('a3s979', 0.0031904554925858974), ('samsung', 0.0031818056013435125), ('equate', 0.0031698134262114763), ('86uq80009lb', 0.0031573984306305647), ('timberland', 0.003143493551760912), ('lexikon', 0.0031426995992660522), ('lierac', 0.0031403673347085714), ('tristar', 0.003125069895759225), ('andalusia', 0.0031085917726159096), ('pink', 0.0030990545637905598), ('reisen', 0.0030981828458607197), ('hocker', 0.0030850027687847614), ('winterreifen', 0.0030765379779040813), ('skb588e1ae', 0.003065694123506546), ('grüne', 0.0030510753858834505), ('magnesiumcitrat', 0.003035116707906127), ('16', 0.003021333832293749), ('olympus', 0.003010978689417243), ('bauernhof', 0.0029911575838923454), ('110v', 0.0029639287386089563), ('smart', 0.00296052941121161), ('color', 0.0029591682832688093), ('intex', 0.0029436941258609295), ('braun', 0.0029157360550016165), ('experience', 0.0029019636567682028), ('waffeleisen', 0.0028979890048503876), ('steinel', 0.0028915749862790108), ('details', 0.0028875183779746294), ('185', 0.0028824263717979193), ('ninebot', 0.0028762081637978554), ('69', 0.002868050942197442), ('101', 0.0028405538760125637), ('paulmann', 0.00283021479845047), ('russell', 0.002818784676492214), ('premium', 0.0027975314296782017), ('soniclights', 0.002790583996102214), ('optifast', 0.0027819988317787647), ('skill', 0.0027817520312964916), ('254', 0.002757642650976777), ('pkm', 0.002756046364083886), ('4060', 0.0027480951976031065), ('rot', 0.0027291681617498398), ('osprey', 0.002729166531935334), ('1a4er', 0.0026910866145044565), ('grau', 0.0026821750216186047), ('merxx', 0.002678575925529003), ('wolframkarbid', 0.0026516886427998543)]#####learning-curve#####preprocessed_products80cc20rnd000un_train_large_wordcooc#####preprocessed_products80cc20rnd000un_train_large_wordcooc_preprocessed_products80cc20rnd100un_gs
