timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-02-23T23:18:25,codecarbon,fe4779c3-864b-40f7-bfc4-a9179c26357b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17.900916757062078,0.00025930292230022295,1.4485454897047412e-05,17.001792803000004,79.40696882450095,38.0,7.975488824054677e-05,0.00042269644926840044,0.0001782230877442958,0.000680674425253243,0.0,Germany,DEU,,,,Linux-5.14.0-611.27.1.el9_7.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1,1 x NVIDIA RTX 5000 Ada Generation,,,70,machine,N,1.0,0.0
