timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-02-24T12:30:01,codecarbon,9e0f4268-fdfa-4b22-b542-8a37f4dc4322,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.636309987399727,0.0003035961458103357,3.150543581592049e-05,36.569389284,227.2277597544809,38.0,9.273422996244524e-05,0.0006078507640552289,9.635986963985488e-05,0.000796944863657529,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,70,machine,N,1.0,0.0
