model,language,cc,size,un,seed,precision,recall,f1,n_pairs,n_unmatched
hiergat,en,50cc50rnd,large,100un,1,42.435424354243544,93.4959349593496,58.37563451776649,4458,21
hiergat,en,50cc50rnd,large,100un,2,41.87725631768953,94.3089430894309,57.99999999999999,4458,21
hiergat,en,50cc50rnd,medium,000un,0,61.985018726591754,90.93406593406593,73.71937639198218,4427,43
hiergat,en,50cc50rnd,medium,000un,1,61.06719367588933,84.89010989010988,71.03448275862068,4427,43
hiergat,en,50cc50rnd,medium,000un,2,65.88486140724946,84.89010989010988,74.18967587034814,4427,43
hiergat,en,50cc50rnd,medium,050un,0,51.66402535657686,94.21965317919076,66.73490276356192,4418,48
hiergat,en,50cc50rnd,medium,050un,1,47.392638036809814,89.30635838150289,61.923847695390776,4418,48
hiergat,en,50cc50rnd,medium,050un,2,54.37062937062937,89.88439306358381,67.75599128540306,4418,48
hiergat,en,50cc50rnd,medium,100un,0,42.87515762925599,92.14092140921409,58.519793459552496,4458,21
hiergat,en,50cc50rnd,medium,100un,1,38.97497020262217,88.6178861788618,54.13907284768212,4458,21
hiergat,en,50cc50rnd,medium,100un,2,45.10344827586207,88.6178861788618,59.78062157221207,4458,21
hiergat,en,50cc50rnd,small,000un,0,43.05555555555556,85.16483516483517,57.19557195571956,4427,43
hiergat,en,50cc50rnd,small,000un,1,43.58251057827927,84.89010989010988,57.5955265610438,4427,43
hiergat,en,50cc50rnd,small,000un,2,45.56962025316456,79.12087912087912,57.831325301204814,4427,43
hiergat,en,50cc50rnd,small,050un,1,35.90047393364929,87.57225433526011,50.924369747899156,4418,48
hiergat,en,50cc50rnd,small,050un,2,40.588235294117645,79.76878612716763,53.80116959064327,4418,48
hiergat,en,50cc50rnd,small,100un,1,31.330049261083744,86.1788617886179,45.95375722543353,4458,21
hiergat,en,50cc50rnd,small,100un,2,34.80333730631705,79.13279132791328,48.34437086092716,4458,21
hiergat,en,80cc20rnd,large,000un,0,58.984375,88.30409356725146,70.72599531615926,4440,34
hiergat,en,80cc20rnd,large,000un,1,59.79797979797979,86.54970760233918,70.72879330943847,4440,34
hiergat,en,80cc20rnd,large,000un,2,56.13026819923371,85.67251461988305,67.82407407407408,4440,34
hiergat,en,80cc20rnd,large,050un,0,50.80906148867314,86.98060941828255,64.14708886618999,4437,33
hiergat,en,80cc20rnd,large,050un,1,52.29982964224872,85.0415512465374,64.76793248945147,4437,33
hiergat,en,80cc20rnd,large,050un,2,50.160771704180064,86.42659279778393,63.47914547304171,4437,33
hiergat,en,80cc20rnd,large,100un,0,39.39393939393939,85.91954022988506,54.01987353206865,4447,16
hiergat,en,80cc20rnd,large,100un,1,39.703903095558545,84.77011494252874,54.07882676443629,4447,16
hiergat,en,80cc20rnd,large,100un,2,37.78054862842893,87.06896551724138,52.69565217391305,4447,16
hiergat,en,80cc20rnd,medium,000un,0,56.4453125,84.50292397660819,67.68149882903981,4440,34
hiergat,en,80cc20rnd,medium,000un,1,51.476014760147606,81.57894736842105,63.12217194570135,4440,34
hiergat,en,80cc20rnd,medium,000un,2,50.25817555938038,85.38011695906432,63.27193932827736,4440,34
hiergat,en,80cc20rnd,medium,050un,0,48.228043143297384,86.70360110803324,61.98019801980198,4437,33
hiergat,en,80cc20rnd,medium,050un,1,41.08322324966975,86.14958448753463,55.635062611806795,4437,33
hiergat,en,80cc20rnd,medium,050un,2,43.871866295264624,87.25761772853186,58.38739573679332,4437,33
hiergat,en,80cc20rnd,medium,100un,0,38.98768809849521,81.89655172413794,52.82669138090825,4447,16
hiergat,en,80cc20rnd,medium,100un,1,34.91879350348028,86.49425287356321,49.75206611570248,4447,16
hiergat,en,80cc20rnd,medium,100un,2,37.34335839598997,85.63218390804597,52.00698080279233,4447,16
hiergat,en,80cc20rnd,small,000un,0,42.765273311897104,77.77777777777779,55.18672199170125,4440,34
hiergat,en,80cc20rnd,small,000un,1,32.791728212703106,64.91228070175438,43.57212953876349,4440,34
hiergat,en,80cc20rnd,small,000un,2,20.754716981132077,61.111111111111114,30.985915492957744,4440,34
hiergat,en,80cc20rnd,small,050un,0,35.98014888337469,80.33240997229917,49.70008568980291,4437,33
hiergat,en,80cc20rnd,small,050un,1,32.628797886393656,68.42105263157895,44.18604651162791,4437,33
hiergat,en,80cc20rnd,small,050un,2,19.10377358490566,67.31301939058172,29.76117575015309,4437,33
hiergat,en,80cc20rnd,small,100un,0,31.24300111982083,80.17241379310344,44.96373892022562,4447,16
hiergat,en,80cc20rnd,small,100un,1,29.673202614379086,65.22988505747126,40.79065588499551,4447,16
hiergat,en,80cc20rnd,small,100un,2,17.080291970802918,67.24137931034483,27.24097788125728,4447,16
