feature#####model#####mean_train_score#####std_train_score#####mean_valid_score#####std_valid_score#####precision_test#####recall_test#####f1_test#####best_params#####train_time#####prediction_time#####feature_importance#####experiment_name#####train_set#####test_set
brand+name+desc+price#####NaiveBayes#####0.8093711843711844#####0.0#####0.5275482093663911#####0.0#####0.27864077669902915#####0.7972222222222223#####0.41294964028776976#####{}#####0.009141683578491211#####0.06446576118469238##########learning-curve#####preprocessed_products20cc80rnd000un_train_large_magellan_pairs_formatted#####preprocessed_products20cc80rnd100un_gs_magellan_pairs_formatted
brand+name+desc+price#####XGBoost#####0.890468133107727#####0.0#####0.6307808946171342#####0.0#####0.3230769230769231#####0.875#####0.47191011235955055#####{'subsample': 0.6, 'scale_pos_weight': 1, 'reg_lambda': 1.5, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 10, 'learning_rate': 0.001, 'gamma': 0.3, 'colsample_bytree': 0.8}#####0.330141544342041#####0.23631787300109863#####[('brand_brand_jac_qgm_3_qgm_3', 0.26731646060943604), ('name_name_jac_qgm_3_qgm_3', 0.24231094121932983), ('brand_brand_cos_dlm_dc0_dlm_dc0', 0.18699681758880615), ('brand_brand_jac_dlm_dc0_dlm_dc0', 0.15593712031841278), ('price_price_anm', 0.03825089707970619), ('brand_brand_mel', 0.0262476596981287), ('name_name_cos_dlm_dc0_dlm_dc0', 0.01856134831905365), ('brand_brand_nmw', 0.01755291223526001), ('brand_brand_sw', 0.00878774095326662), ('brand_brand_lev_sim', 0.007278996519744396), ('brand_brand_lev_dist', 0.006666975561529398), ('desc_desc_cos_dlm_dc0_dlm_dc0', 0.005591971799731255), ('price_price_lev_sim', 0.005019932519644499), ('price_price_lev_dist', 0.0049012769013643265), ('desc_desc_jac_qgm_3_qgm_3', 0.0047135381028056145), ('price_price_exm', 0.0038654233794659376)]#####learning-curve#####preprocessed_products20cc80rnd000un_train_large_magellan_pairs_formatted#####preprocessed_products20cc80rnd100un_gs_magellan_pairs_formatted
