timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-10T17:34:01,codecarbon,0c0f686f-8b2c-4a86-9693-849e3e717b3c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1753.0795009816063,0.0567140783812509,3.2351116050067846e-05,36.017436359076925,221.1840528040593,20.0,0.0169661391627196,0.1225001727222547,0.0094090743369733,0.1488753862219477,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2025-11-10T19:54:09,codecarbon,b19f27f6-b39a-43ba-b6ce-cdecced66bee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4184.250967974775,0.1476149255160921,3.527869782331424e-05,36.02040818142857,215.5462916902161,20.0,0.0404456329228817,0.3245859107796036,0.0224600575997649,0.3874916013022501,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2025-11-13T15:21:06,codecarbon,bfdd4294-3b84-43ce-8b67-1ecc2b040bb2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2492.8074215960005,0.0611842859118682,2.4544329169517447e-05,17.031077564000004,74.712734281593,20.0,0.0114571904362034,0.135787634741132,0.0133649291522832,0.1606097543296188,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2025-11-13T17:01:16,codecarbon,12e56bcf-a77c-41f6-a165-0dc4aa120249,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4866.789790782001,0.1711776957725021,3.517260928276032e-05,36.091650798,206.59082926293107,20.0,0.0474315967834106,0.375788221741448,0.0261244412795833,0.4493442598044418,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2025-12-10T14:40:33,codecarbon,8ec40fe9-67ac-435f-834b-f89977998c49,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5097.916805096902,0.1640160362629977,3.2173148863279666e-05,22.536879673846155,147.42774792276373,20.0,0.0308396760711277,0.372342988151928,0.0273621218722262,0.4305447860952821,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7713P 64-Core Processor,1,1 x NVIDIA A40,,,30,machine,N,1.0,0.0
2025-12-11T23:41:35,codecarbon,bb51215c-a877-4a33-9eed-4df88df82de8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2258.04436023999,0.0620160085647163,2.746447751722875e-05,25.311269835000004,105.19174841350588,20.0,0.0145698964485888,0.1361062933293908,0.0121168501609005,0.1627930399388801,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7713P 64-Core Processor,1,1 x NVIDIA A40,,,30,machine,N,1.0,0.0
2025-12-12T02:24:51,codecarbon,5ba66c5e-72a0-45a9-9501-3bf0a98b2238,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4747.462693474256,0.1552011374985813,3.2691386435098685e-05,28.05951678107143,146.18013780798665,20.0,0.0356440825906243,0.3462850289722468,0.0254764206554818,0.4074055322183524,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7713P 64-Core Processor,1,1 x NVIDIA A40,,,30,machine,N,1.0,0.0
2025-12-12T15:46:50,codecarbon,b2774817-ebe2-4be2-acdf-ef6513420abc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3606.380385532975,0.0788034598535103,2.1851122574210715e-05,17.27477870525,110.35579329358396,20.0,0.0167216308388717,0.1708156797079993,0.019323064445937,0.2068603749928083,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2026-02-22T13:52:10,codecarbon,0368eecf-981c-45f8-a01d-df00f207c095,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4393.722094827914,0.0824546305370986,1.8766464687004306e-05,17.020201967000002,81.991517933961,20.0,0.0200487932497237,0.1729120927740091,0.0234838719158879,0.216444757939621,0.0,Germany,DEU,,,,Linux-5.14.0-611.30.1.el9_7.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2026-02-22T15:11:04,codecarbon,0b2154be-a874-4a9a-bbd0-f66f67382896,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4682.350790953031,0.0936173218058411,1.999365831084744e-05,17.052727421,82.92105492201806,20.0,0.0213726999571704,0.1993688383838261,0.0250054673181219,0.2457470056591183,0.0,Germany,DEU,,,,Linux-5.14.0-611.30.1.el9_7.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
