timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-02-25T01:59:00,codecarbon,f2d6f7d0-2ebb-4b81-925b-8ebbbcff65f9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.0424144270364195,2.3823298340791283e-05,1.166428224626249e-05,126.08345600000001,0.0,20.0,5.3975332359170924e-05,0.0,8.561216638837425e-06,6.253654899800835e-05,Germany,DEU,,,,Linux-5.14.0-611.27.1.el9_7.x86_64-x86_64-with-glibc2.34,3.9.25,3.0.7,20,AMD EPYC 9655 96-Core Processor,,,,,30,machine,N,1.0
