timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-06T04:30:23,codecarbon,5ae08a89-3de7-4b68-b0bb-8c77ac888058,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2537.2278286260553,0.0752697123870368,2.9666122820273656e-05,17.0000049725,79.34023933000941,38.0,0.011580511403683234,0.16019911093695782,0.025804607576767464,0.19758422991740857,0.0,Germany,DEU,baden-wurttemberg,,,Linux-5.14.0-611.30.1.el9_7.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1,1 x NVIDIA RTX A6000,9.1794,47.6601,70,machine,N,1.0,0.0
