timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-02-11T22:08:38,codecarbon,25d3de28-ec4c-4c5a-ac34-29e39e314bdb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1921.39645522018,0.0553481170025559,2.880619293961037e-05,36.28127102953847,186.13254275098328,20.0,0.0186877368656259,0.1162993597060761,0.010302618620727,0.1452897151924292,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2026-02-11T22:46:26,codecarbon,5a950731-6ac2-4ecf-87c0-62b6430acb44,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2251.736622544937,0.0672115330841702,2.9848754250933225e-05,36.147479199428574,207.70026031548952,20.0,0.0218827247679561,0.1424664075841377,0.0120822446899592,0.1764313770420533,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2026-02-11T23:44:44,codecarbon,659d1ec5-adc3-42ed-b2ea-dd3b1c478d17,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3480.7504001010675,0.1122989275092659,3.2262849845827856e-05,36.1224538344,233.5391685923859,20.0,0.0338122013950049,0.2422938566127044,0.0186804691199083,0.2947865271276177,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2026-02-12T00:16:34,codecarbon,ce6266fc-d5ce-41f6-932b-be1e7a162498,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1892.6038720710203,0.0549658788539624,2.9042463489105583e-05,36.095685786,79.04711922110914,20.0,0.0183608020180539,0.1157764370655343,0.0101490946976493,0.1442863337812376,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2026-02-12T00:54:04,codecarbon,ba16137f-1d40-4226-ada0-e1b0f14039c1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2233.3230698090047,0.0670257137654845,3.001165154811957e-05,36.2200521735,182.8887729295244,20.0,0.0216747399041685,0.1422862924400618,0.0119825659376556,0.1759435982818862,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2026-02-12T01:52:43,codecarbon,aa10bb9f-bbcf-4bd0-85e3-ab49d8ccc8b0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3500.592129829107,0.1131493419998048,3.2322915039327546e-05,36.0716641344,102.91502268313194,20.0,0.0339874398973787,0.2442471523420124,0.0187842868780911,0.2970188791174823,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2026-02-12T02:24:17,codecarbon,edcefb8f-9a0c-4638-af00-09515bfafaf1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1876.643556016963,0.0549424690450402,2.9276987027654608e-05,0.0,184.2404081043896,20.0,0.0182021048561731,0.1158819671499316,0.0101408106426423,0.1442248826487471,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2026-02-12T03:01:22,codecarbon,7f2c2c44-1443-4fde-89e2-e259598e1669,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2206.527517372975,0.066625399780053,3.019468339074929e-05,36.1799250624,196.6682154442556,20.0,0.0214237303133913,0.1416327038616458,0.0118363333273989,0.1748927675024361,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2026-02-12T03:59:53,codecarbon,70144c37-74e4-45ba-a7ae-cb170109bb0e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3491.114426950924,0.1127494254341706,3.229611282969144e-05,36.290935836,196.4233058661323,20.0,0.0339766192985108,0.2432542212698933,0.0187382510031159,0.2959690915715202,0.0,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,AMD EPYC 7413 24-Core Processor,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
2026-02-21T06:01:52,codecarbon,8f17fa69-2158-4227-aa99-ba420e4326cc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3850.49749180302,0.0787268032723883,2.0445878341690343e-05,0.0,22.467192330588144,20.0,0.0245433976028429,0.1614312197004253,0.0206845329064397,0.2066591502097082,0.0,Germany,DEU,,,,Linux-5.14.0-611.30.1.el9_7.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1,1 x NVIDIA RTX A6000,,,30,machine,N,1.0,0.0
