dataset,threshold,count,precision,recall,f1
large_products50cc50rnd050un_NaiveBayes_1,1.0,12,0.5833333333333334,1.0,0.7368421052631579
small_products20cc80rnd050un_DecisionTree_1,0.925,33,0.24242424242424243,1.0,0.3902439024390244
large_products20cc80rnd000un_LinearSVC_2,0.98,14,1.0,1.0,1.0
medium_products20cc80rnd100un_NaiveBayes_2,0.275,581,0.2857142857142857,1.0,0.4444444444444444
large_products50cc50rnd100un_NaiveBayes_3,1.0,8,0.375,1.0,0.5454545454545454
medium_products80cc20rnd050un_DecisionTree_1,0.965,6,0.3333333333333333,1.0,0.5
small_products20cc80rnd050un_RandomForest_1,0.625,8,0.625,1.0,0.7692307692307693
small_products80cc20rnd050un_LinearSVC_3,0.8,20,0.5,1.0,0.6666666666666666
small_products20cc80rnd050un_NaiveBayes_2,0.59,255,0.34901960784313724,1.0,0.5174418604651163
medium_products80cc20rnd050un_XGBoost_3,0.97,5,0.4,1.0,0.5714285714285714
small_products50cc50rnd100un_LogisticRegression_2,0.995,9,0.5555555555555556,1.0,0.7142857142857143
medium_products50cc50rnd050un_XGBoost_1,0.93,1,1.0,1.0,1.0
medium_products20cc80rnd000un_RandomForest_3,0.58,1,1.0,1.0,1.0
medium_products20cc80rnd000un_XGBoost_2,0.9450000000000001,5,1.0,1.0,1.0
large_products80cc20rnd100un_RandomForest_3,0.525,17,0.23529411764705882,1.0,0.38095238095238093
medium_products80cc20rnd000un_NaiveBayes_2,0.685,406,0.26108374384236455,1.0,0.4140625
large_products50cc50rnd050un_RandomForest_2,0.5700000000000001,1,1.0,1.0,1.0
medium_products80cc20rnd000un_RandomForest_2,0.52,81,0.32098765432098764,1.0,0.48598130841121495
small_products80cc20rnd050un_RandomForest_3,0.615,1,1.0,1.0,1.0
small_products50cc50rnd000un_DecisionTree_2,0.87,82,0.3048780487804878,1.0,0.4672897196261682
medium_products80cc20rnd000un_LogisticRegression_1,0.995,72,0.5555555555555556,1.0,0.7142857142857143
large_products50cc50rnd050un_LogisticRegression_3,0.99,136,0.6691176470588235,1.0,0.801762114537445
medium_products20cc80rnd000un_DecisionTree_3,0.975,24,0.5833333333333334,1.0,0.7368421052631579
small_products80cc20rnd100un_RandomForest_3,0.495,934,0.1766595289079229,1.0,0.3002729754322111
medium_products50cc50rnd050un_LogisticRegression_2,0.99,94,0.5425531914893617,1.0,0.7034482758620689
medium_products50cc50rnd100un_LinearSVC_2,0.995,2,1.0,1.0,1.0
large_products50cc50rnd000un_LinearSVC_1,0.99,4,1.0,1.0,1.0
large_products20cc80rnd000un_DecisionTree_2,0.98,43,0.7674418604651163,1.0,0.868421052631579
large_products20cc80rnd100un_DecisionTree_1,0.705,8,0.625,1.0,0.7692307692307693
small_products80cc20rnd050un_DecisionTree_1,0.87,108,0.23148148148148148,1.0,0.37593984962406013
small_products20cc80rnd100un_XGBoost_2,0.885,78,0.3974358974358974,1.0,0.5688073394495413
medium_products20cc80rnd050un_RandomForest_1,0.5650000000000001,5,0.6,1.0,0.75
medium_products80cc20rnd050un_XGBoost_1,0.935,21,0.42857142857142855,1.0,0.6
large_products50cc50rnd050un_XGBoost_3,0.905,2,1.0,1.0,1.0
large_products50cc50rnd050un_LinearSVC_2,0.96,22,0.7272727272727273,1.0,0.8421052631578947
large_products20cc80rnd000un_DecisionTree_1,0.98,41,0.7317073170731707,1.0,0.8450704225352113
small_products50cc50rnd100un_LinearSVC_1,0.9450000000000001,14,0.5714285714285714,1.0,0.7272727272727273
small_products20cc80rnd050un_XGBoost_1,0.97,2,1.0,1.0,1.0
small_products80cc20rnd100un_DecisionTree_3,0.925,18,0.2777777777777778,1.0,0.43478260869565216
small_products80cc20rnd000un_LogisticRegression_1,0.97,122,0.5245901639344263,1.0,0.6881720430107527
large_products20cc80rnd100un_DecisionTree_3,0.6950000000000001,9,0.5555555555555556,1.0,0.7142857142857143
medium_products50cc50rnd000un_DecisionTree_3,0.935,57,0.49122807017543857,1.0,0.6588235294117647
medium_products20cc80rnd100un_RandomForest_2,0.61,1,1.0,1.0,1.0
medium_products80cc20rnd100un_XGBoost_3,0.97,2,0.5,1.0,0.6666666666666666
medium_products80cc20rnd050un_RandomForest_3,0.5700000000000001,1,1.0,1.0,1.0
small_products80cc20rnd100un_LogisticRegression_1,0.995,66,0.2727272727272727,1.0,0.42857142857142855
small_products80cc20rnd000un_NaiveBayes_2,0.38,331,0.22054380664652568,1.0,0.3613861386138614
small_products20cc80rnd100un_RandomForest_1,0.64,1,1.0,1.0,1.0
small_products20cc80rnd000un_DecisionTree_2,0.925,15,0.26666666666666666,1.0,0.42105263157894735
medium_products50cc50rnd000un_NaiveBayes_1,1.0,36,0.4722222222222222,1.0,0.6415094339622641
large_products80cc20rnd000un_DecisionTree_2,0.905,30,0.5333333333333333,1.0,0.6956521739130435
medium_products50cc50rnd000un_RandomForest_2,0.54,6,1.0,1.0,1.0
small_products50cc50rnd100un_DecisionTree_3,0.89,113,0.20353982300884957,1.0,0.3382352941176471
small_products50cc50rnd000un_XGBoost_1,0.9500000000000001,2,1.0,1.0,1.0
small_products50cc50rnd000un_NaiveBayes_1,0.925,264,0.29924242424242425,1.0,0.4606413994169096
medium_products80cc20rnd050un_RandomForest_2,0.555,6,0.6666666666666666,1.0,0.8
large_products50cc50rnd100un_NaiveBayes_2,1.0,8,0.375,1.0,0.5454545454545454
medium_products80cc20rnd100un_LogisticRegression_1,0.995,62,0.3064516129032258,1.0,0.4691358024691358
medium_products80cc20rnd100un_LogisticRegression_2,0.995,62,0.3064516129032258,1.0,0.4691358024691358
small_products20cc80rnd100un_LinearSVC_1,0.985,4,1.0,1.0,1.0
medium_products80cc20rnd100un_DecisionTree_3,0.89,97,0.25773195876288657,1.0,0.4098360655737705
medium_products50cc50rnd100un_XGBoost_3,0.965,1,1.0,1.0,1.0
large_products50cc50rnd100un_RandomForest_1,0.535,2,0.5,1.0,0.6666666666666666
small_products80cc20rnd100un_XGBoost_3,0.8150000000000001,106,0.3018867924528302,1.0,0.463768115942029
small_products20cc80rnd100un_LinearSVC_3,0.985,4,1.0,1.0,1.0
