timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-02-26T20:08:16,codecarbon,8cdedc5d-3b12-49fc-90e8-8d075b0526d4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10834.101174108917,0.23742152234156347,2.1914279599764854e-05,25.13583259175,82.20538079360935,38.0,0.07016834911539212,0.44312014588472337,0.1099468963676844,0.6232353913678002,0.0,Germany,DEU,baden-wurttemberg,,,Linux-5.14.0-611.30.1.el9_7.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1,1 x NVIDIA RTX 6000 Ada Generation,9.1794,47.6601,100,machine,N,1.0,0.0
