category_pair,f1,total_count,cc,un,size,run_id
Lebensmittel & Getränke | Sport & Freizeit,0.0,2,20cc80rnd,100un,large,0
"Auto & Motorrad | Bücher, Filme & Musik",0.0,2,20cc80rnd,100un,large,0
Auto & Motorrad | Haustier & Tierbedarf,0.0,1,20cc80rnd,100un,large,0
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,1,20cc80rnd,100un,large,0
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,1,20cc80rnd,100un,large,0
Lebensmittel & Getränke | Spielzeug & Baby,0.0,1,20cc80rnd,100un,large,0
"Bücher, Filme & Musik | Lebensmittel & Getränke",1.0,1,20cc80rnd,100un,large,0
"Bücher, Filme & Musik | Bürobedarf",0.0,1,20cc80rnd,100un,large,0
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,1,20cc80rnd,100un,large,0
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,20cc80rnd,100un,large,0
Haustier & Tierbedarf | Haustier & Tierbedarf,0.0,1,20cc80rnd,100un,large,0
Kleidung & Accessoires | Kleidung & Accessoires,0.5652173913043478,800,50cc50rnd,050un,large,1
Möbel & Wohnen | Möbel & Wohnen,0.4420289855072464,644,50cc50rnd,050un,large,1
Kleidung & Accessoires | Möbel & Wohnen,0.4,293,50cc50rnd,050un,large,1
Elektronik & Computer | Kleidung & Accessoires,0.4444444444444444,210,50cc50rnd,050un,large,1
Elektronik & Computer | Elektronik & Computer,0.8095238095238095,198,50cc50rnd,050un,large,1
Elektronik & Computer | Möbel & Wohnen,0.8125,184,50cc50rnd,050un,large,1
Möbel & Wohnen | Werkzeug & Baumarkt,0.6875,174,50cc50rnd,050un,large,1
Kleidung & Accessoires | Sport & Freizeit,0.5128205128205128,165,50cc50rnd,050un,large,1
Auto & Motorrad | Auto & Motorrad,0.5517241379310345,126,50cc50rnd,050un,large,1
Spielzeug & Baby | Spielzeug & Baby,0.9767441860465116,113,50cc50rnd,050un,large,1
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.711864406779661,109,50cc50rnd,050un,large,1
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,90,50cc50rnd,050un,large,1
Kleidung & Accessoires | Spielzeug & Baby,1.0,86,50cc50rnd,050un,large,1
Möbel & Wohnen | Sport & Freizeit,1.0,72,50cc50rnd,050un,large,1
Möbel & Wohnen | Spielzeug & Baby,0.0,68,50cc50rnd,050un,large,1
Sport & Freizeit | Sport & Freizeit,0.7647058823529411,66,50cc50rnd,050un,large,1
Kosmetik & Drogerie | Kosmetik & Drogerie,0.8148148148148148,59,50cc50rnd,050un,large,1
Elektronik & Computer | Werkzeug & Baumarkt,0.6666666666666666,58,50cc50rnd,050un,large,1
Kleidung & Accessoires | Kosmetik & Drogerie,0.8,58,50cc50rnd,050un,large,1
Kosmetik & Drogerie | Möbel & Wohnen,1.0,56,50cc50rnd,050un,large,1
Gesundheit & Pflege | Kleidung & Accessoires,0.0,55,50cc50rnd,050un,large,1
Auto & Motorrad | Kleidung & Accessoires,0.0,53,50cc50rnd,050un,large,1
Gesundheit & Pflege | Möbel & Wohnen,0.6666666666666666,51,50cc50rnd,050un,large,1
Gesundheit & Pflege | Kosmetik & Drogerie,0.6153846153846154,45,50cc50rnd,050un,large,1
Auto & Motorrad | Möbel & Wohnen,0.0,40,50cc50rnd,050un,large,1
Elektronik & Computer | Sport & Freizeit,0.6666666666666666,37,50cc50rnd,050un,large,1
"Bücher, Filme & Musik | Spielzeug & Baby",0.8888888888888888,35,50cc50rnd,050un,large,1
Gesundheit & Pflege | Gesundheit & Pflege,0.8181818181818182,35,50cc50rnd,050un,large,1
Elektronik & Computer | Spielzeug & Baby,1.0,32,50cc50rnd,050un,large,1
Bürobedarf | Möbel & Wohnen,0.0,27,50cc50rnd,050un,large,1
Spielzeug & Baby | Werkzeug & Baumarkt,1.0,26,50cc50rnd,050un,large,1
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,26,50cc50rnd,050un,large,1
Gesundheit & Pflege | Werkzeug & Baumarkt,1.0,25,50cc50rnd,050un,large,1
Elektronik & Computer | Gesundheit & Pflege,1.0,25,50cc50rnd,050un,large,1
Bürobedarf | Kleidung & Accessoires,0.0,24,50cc50rnd,050un,large,1
Auto & Motorrad | Sport & Freizeit,0.8,23,50cc50rnd,050un,large,1
Elektronik & Computer | Kosmetik & Drogerie,0.0,23,50cc50rnd,050un,large,1
Auto & Motorrad | Elektronik & Computer,0.0,22,50cc50rnd,050un,large,1
Bürobedarf | Elektronik & Computer,0.8,21,50cc50rnd,050un,large,1
Auto & Motorrad | Werkzeug & Baumarkt,1.0,18,50cc50rnd,050un,large,1
Kosmetik & Drogerie | Spielzeug & Baby,0.0,16,50cc50rnd,050un,large,1
Sport & Freizeit | Werkzeug & Baumarkt,0.0,16,50cc50rnd,050un,large,1
Auto & Motorrad | Kosmetik & Drogerie,0.0,15,50cc50rnd,050un,large,1
Gesundheit & Pflege | Sport & Freizeit,0.0,14,50cc50rnd,050un,large,1
Gesundheit & Pflege | Spielzeug & Baby,1.0,14,50cc50rnd,050un,large,1
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,12,50cc50rnd,050un,large,1
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,12,50cc50rnd,050un,large,1
Auto & Motorrad | Spielzeug & Baby,1.0,11,50cc50rnd,050un,large,1
"Bücher, Filme & Musik | Elektronik & Computer",0.0,10,50cc50rnd,050un,large,1
Spielzeug & Baby | Sport & Freizeit,0.0,9,50cc50rnd,050un,large,1
Kosmetik & Drogerie | Sport & Freizeit,0.0,8,50cc50rnd,050un,large,1
Auto & Motorrad | Gesundheit & Pflege,0.0,7,50cc50rnd,050un,large,1
Bürobedarf | Werkzeug & Baumarkt,0.0,7,50cc50rnd,050un,large,1
Bürobedarf | Bürobedarf,1.0,5,50cc50rnd,050un,large,1
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,5,50cc50rnd,050un,large,1
Auto & Motorrad | Bürobedarf,0.0,4,50cc50rnd,050un,large,1
"Bücher, Filme & Musik | Gesundheit & Pflege",1.0,3,50cc50rnd,050un,large,1
"Auto & Motorrad | Bücher, Filme & Musik",0.0,3,50cc50rnd,050un,large,1
Lebensmittel & Getränke | Möbel & Wohnen,0.0,3,50cc50rnd,050un,large,1
Bürobedarf | Kosmetik & Drogerie,0.0,3,50cc50rnd,050un,large,1
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,3,50cc50rnd,050un,large,1
"Bücher, Filme & Musik | Sport & Freizeit",0.0,2,50cc50rnd,050un,large,1
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,2,50cc50rnd,050un,large,1
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,2,50cc50rnd,050un,large,1
Bürobedarf | Sport & Freizeit,0.0,2,50cc50rnd,050un,large,1
Lebensmittel & Getränke | Lebensmittel & Getränke,1.0,1,50cc50rnd,050un,large,1
Bürobedarf | Spielzeug & Baby,1.0,1,50cc50rnd,050un,large,1
Elektronik & Computer | Lebensmittel & Getränke,0.0,1,50cc50rnd,050un,large,1
"Bücher, Filme & Musik | Lebensmittel & Getränke",0.0,1,50cc50rnd,050un,large,1
Bürobedarf | Gesundheit & Pflege,0.0,1,50cc50rnd,050un,large,1
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,50cc50rnd,050un,large,1
Kleidung & Accessoires | Kleidung & Accessoires,0.5630252100840336,800,50cc50rnd,050un,large,2
Möbel & Wohnen | Möbel & Wohnen,0.4377358490566038,644,50cc50rnd,050un,large,2
Kleidung & Accessoires | Möbel & Wohnen,0.2857142857142857,293,50cc50rnd,050un,large,2
Elektronik & Computer | Kleidung & Accessoires,0.4444444444444444,210,50cc50rnd,050un,large,2
Elektronik & Computer | Elektronik & Computer,0.813953488372093,198,50cc50rnd,050un,large,2
Elektronik & Computer | Möbel & Wohnen,0.7647058823529411,184,50cc50rnd,050un,large,2
Möbel & Wohnen | Werkzeug & Baumarkt,0.6875,174,50cc50rnd,050un,large,2
Kleidung & Accessoires | Sport & Freizeit,0.5641025641025641,165,50cc50rnd,050un,large,2
Auto & Motorrad | Auto & Motorrad,0.5517241379310345,126,50cc50rnd,050un,large,2
Spielzeug & Baby | Spielzeug & Baby,0.9545454545454546,113,50cc50rnd,050un,large,2
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.7272727272727273,109,50cc50rnd,050un,large,2
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,90,50cc50rnd,050un,large,2
Kleidung & Accessoires | Spielzeug & Baby,1.0,86,50cc50rnd,050un,large,2
Möbel & Wohnen | Sport & Freizeit,1.0,72,50cc50rnd,050un,large,2
Möbel & Wohnen | Spielzeug & Baby,1.0,68,50cc50rnd,050un,large,2
Sport & Freizeit | Sport & Freizeit,0.8387096774193549,66,50cc50rnd,050un,large,2
Kosmetik & Drogerie | Kosmetik & Drogerie,0.7857142857142857,59,50cc50rnd,050un,large,2
Elektronik & Computer | Werkzeug & Baumarkt,0.6666666666666666,58,50cc50rnd,050un,large,2
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,58,50cc50rnd,050un,large,2
Kosmetik & Drogerie | Möbel & Wohnen,1.0,56,50cc50rnd,050un,large,2
Gesundheit & Pflege | Kleidung & Accessoires,0.0,55,50cc50rnd,050un,large,2
Auto & Motorrad | Kleidung & Accessoires,0.0,53,50cc50rnd,050un,large,2
Gesundheit & Pflege | Möbel & Wohnen,0.6666666666666666,51,50cc50rnd,050un,large,2
Gesundheit & Pflege | Kosmetik & Drogerie,0.64,45,50cc50rnd,050un,large,2
Auto & Motorrad | Möbel & Wohnen,0.0,40,50cc50rnd,050un,large,2
Elektronik & Computer | Sport & Freizeit,0.6666666666666666,37,50cc50rnd,050un,large,2
"Bücher, Filme & Musik | Spielzeug & Baby",0.8888888888888888,35,50cc50rnd,050un,large,2
Gesundheit & Pflege | Gesundheit & Pflege,0.8181818181818182,35,50cc50rnd,050un,large,2
Elektronik & Computer | Spielzeug & Baby,1.0,32,50cc50rnd,050un,large,2
Bürobedarf | Möbel & Wohnen,0.0,27,50cc50rnd,050un,large,2
Spielzeug & Baby | Werkzeug & Baumarkt,1.0,26,50cc50rnd,050un,large,2
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,26,50cc50rnd,050un,large,2
Gesundheit & Pflege | Werkzeug & Baumarkt,1.0,25,50cc50rnd,050un,large,2
Elektronik & Computer | Gesundheit & Pflege,1.0,25,50cc50rnd,050un,large,2
Bürobedarf | Kleidung & Accessoires,0.0,24,50cc50rnd,050un,large,2
Auto & Motorrad | Sport & Freizeit,0.8,23,50cc50rnd,050un,large,2
Elektronik & Computer | Kosmetik & Drogerie,0.0,23,50cc50rnd,050un,large,2
Auto & Motorrad | Elektronik & Computer,0.0,22,50cc50rnd,050un,large,2
Bürobedarf | Elektronik & Computer,0.8,21,50cc50rnd,050un,large,2
Auto & Motorrad | Werkzeug & Baumarkt,1.0,18,50cc50rnd,050un,large,2
Kosmetik & Drogerie | Spielzeug & Baby,0.0,16,50cc50rnd,050un,large,2
Sport & Freizeit | Werkzeug & Baumarkt,0.0,16,50cc50rnd,050un,large,2
Auto & Motorrad | Kosmetik & Drogerie,0.0,15,50cc50rnd,050un,large,2
Gesundheit & Pflege | Sport & Freizeit,0.0,14,50cc50rnd,050un,large,2
Gesundheit & Pflege | Spielzeug & Baby,1.0,14,50cc50rnd,050un,large,2
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,12,50cc50rnd,050un,large,2
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,12,50cc50rnd,050un,large,2
Auto & Motorrad | Spielzeug & Baby,1.0,11,50cc50rnd,050un,large,2
"Bücher, Filme & Musik | Elektronik & Computer",0.0,10,50cc50rnd,050un,large,2
Spielzeug & Baby | Sport & Freizeit,0.0,9,50cc50rnd,050un,large,2
Kosmetik & Drogerie | Sport & Freizeit,0.0,8,50cc50rnd,050un,large,2
Auto & Motorrad | Gesundheit & Pflege,0.0,7,50cc50rnd,050un,large,2
Bürobedarf | Werkzeug & Baumarkt,0.0,7,50cc50rnd,050un,large,2
Bürobedarf | Bürobedarf,1.0,5,50cc50rnd,050un,large,2
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,5,50cc50rnd,050un,large,2
Auto & Motorrad | Bürobedarf,0.0,4,50cc50rnd,050un,large,2
"Bücher, Filme & Musik | Gesundheit & Pflege",1.0,3,50cc50rnd,050un,large,2
"Auto & Motorrad | Bücher, Filme & Musik",0.0,3,50cc50rnd,050un,large,2
Lebensmittel & Getränke | Möbel & Wohnen,0.0,3,50cc50rnd,050un,large,2
Bürobedarf | Kosmetik & Drogerie,0.0,3,50cc50rnd,050un,large,2
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,3,50cc50rnd,050un,large,2
"Bücher, Filme & Musik | Sport & Freizeit",0.0,2,50cc50rnd,050un,large,2
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,2,50cc50rnd,050un,large,2
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,2,50cc50rnd,050un,large,2
Bürobedarf | Sport & Freizeit,0.0,2,50cc50rnd,050un,large,2
Lebensmittel & Getränke | Lebensmittel & Getränke,1.0,1,50cc50rnd,050un,large,2
Bürobedarf | Spielzeug & Baby,1.0,1,50cc50rnd,050un,large,2
Elektronik & Computer | Lebensmittel & Getränke,0.0,1,50cc50rnd,050un,large,2
"Bücher, Filme & Musik | Lebensmittel & Getränke",0.0,1,50cc50rnd,050un,large,2
Bürobedarf | Gesundheit & Pflege,0.0,1,50cc50rnd,050un,large,2
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,50cc50rnd,050un,large,2
Kleidung & Accessoires | Kleidung & Accessoires,0.5440613026819924,800,50cc50rnd,050un,large,0
Möbel & Wohnen | Möbel & Wohnen,0.4234527687296417,644,50cc50rnd,050un,large,0
Kleidung & Accessoires | Möbel & Wohnen,0.2222222222222222,293,50cc50rnd,050un,large,0
Elektronik & Computer | Kleidung & Accessoires,0.38095238095238093,210,50cc50rnd,050un,large,0
Elektronik & Computer | Elektronik & Computer,0.8045977011494253,198,50cc50rnd,050un,large,0
Elektronik & Computer | Möbel & Wohnen,0.7647058823529411,184,50cc50rnd,050un,large,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.6111111111111112,174,50cc50rnd,050un,large,0
Kleidung & Accessoires | Sport & Freizeit,0.4444444444444444,165,50cc50rnd,050un,large,0
Auto & Motorrad | Auto & Motorrad,0.5517241379310345,126,50cc50rnd,050un,large,0
Spielzeug & Baby | Spielzeug & Baby,0.9777777777777777,113,50cc50rnd,050un,large,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.7457627118644068,109,50cc50rnd,050un,large,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,90,50cc50rnd,050un,large,0
Kleidung & Accessoires | Spielzeug & Baby,1.0,86,50cc50rnd,050un,large,0
Möbel & Wohnen | Sport & Freizeit,1.0,72,50cc50rnd,050un,large,0
Möbel & Wohnen | Spielzeug & Baby,1.0,68,50cc50rnd,050un,large,0
Sport & Freizeit | Sport & Freizeit,0.7647058823529411,66,50cc50rnd,050un,large,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.7586206896551724,59,50cc50rnd,050un,large,0
Elektronik & Computer | Werkzeug & Baumarkt,0.4,58,50cc50rnd,050un,large,0
Kleidung & Accessoires | Kosmetik & Drogerie,0.8,58,50cc50rnd,050un,large,0
Kosmetik & Drogerie | Möbel & Wohnen,1.0,56,50cc50rnd,050un,large,0
Gesundheit & Pflege | Kleidung & Accessoires,0.0,55,50cc50rnd,050un,large,0
Auto & Motorrad | Kleidung & Accessoires,0.0,53,50cc50rnd,050un,large,0
Gesundheit & Pflege | Möbel & Wohnen,0.6666666666666666,51,50cc50rnd,050un,large,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.5925925925925926,45,50cc50rnd,050un,large,0
Auto & Motorrad | Möbel & Wohnen,0.0,40,50cc50rnd,050un,large,0
Elektronik & Computer | Sport & Freizeit,0.5,37,50cc50rnd,050un,large,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.8888888888888888,35,50cc50rnd,050un,large,0
Gesundheit & Pflege | Gesundheit & Pflege,0.8181818181818182,35,50cc50rnd,050un,large,0
Elektronik & Computer | Spielzeug & Baby,1.0,32,50cc50rnd,050un,large,0
Bürobedarf | Möbel & Wohnen,0.0,27,50cc50rnd,050un,large,0
Spielzeug & Baby | Werkzeug & Baumarkt,1.0,26,50cc50rnd,050un,large,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,26,50cc50rnd,050un,large,0
Gesundheit & Pflege | Werkzeug & Baumarkt,1.0,25,50cc50rnd,050un,large,0
Elektronik & Computer | Gesundheit & Pflege,1.0,25,50cc50rnd,050un,large,0
Bürobedarf | Kleidung & Accessoires,0.0,24,50cc50rnd,050un,large,0
Auto & Motorrad | Sport & Freizeit,0.8,23,50cc50rnd,050un,large,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,23,50cc50rnd,050un,large,0
Auto & Motorrad | Elektronik & Computer,0.0,22,50cc50rnd,050un,large,0
Bürobedarf | Elektronik & Computer,0.8,21,50cc50rnd,050un,large,0
Auto & Motorrad | Werkzeug & Baumarkt,1.0,18,50cc50rnd,050un,large,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,16,50cc50rnd,050un,large,0
Sport & Freizeit | Werkzeug & Baumarkt,0.0,16,50cc50rnd,050un,large,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,15,50cc50rnd,050un,large,0
Gesundheit & Pflege | Sport & Freizeit,0.0,14,50cc50rnd,050un,large,0
Gesundheit & Pflege | Spielzeug & Baby,1.0,14,50cc50rnd,050un,large,0
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,12,50cc50rnd,050un,large,0
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,12,50cc50rnd,050un,large,0
Auto & Motorrad | Spielzeug & Baby,1.0,11,50cc50rnd,050un,large,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,10,50cc50rnd,050un,large,0
Spielzeug & Baby | Sport & Freizeit,0.0,9,50cc50rnd,050un,large,0
Kosmetik & Drogerie | Sport & Freizeit,0.0,8,50cc50rnd,050un,large,0
Auto & Motorrad | Gesundheit & Pflege,0.0,7,50cc50rnd,050un,large,0
Bürobedarf | Werkzeug & Baumarkt,0.0,7,50cc50rnd,050un,large,0
Bürobedarf | Bürobedarf,1.0,5,50cc50rnd,050un,large,0
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,5,50cc50rnd,050un,large,0
Auto & Motorrad | Bürobedarf,0.0,4,50cc50rnd,050un,large,0
"Bücher, Filme & Musik | Gesundheit & Pflege",1.0,3,50cc50rnd,050un,large,0
"Auto & Motorrad | Bücher, Filme & Musik",0.0,3,50cc50rnd,050un,large,0
Lebensmittel & Getränke | Möbel & Wohnen,0.0,3,50cc50rnd,050un,large,0
Bürobedarf | Kosmetik & Drogerie,0.0,3,50cc50rnd,050un,large,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,3,50cc50rnd,050un,large,0
"Bücher, Filme & Musik | Sport & Freizeit",0.0,2,50cc50rnd,050un,large,0
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,2,50cc50rnd,050un,large,0
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,2,50cc50rnd,050un,large,0
Bürobedarf | Sport & Freizeit,0.0,2,50cc50rnd,050un,large,0
Lebensmittel & Getränke | Lebensmittel & Getränke,1.0,1,50cc50rnd,050un,large,0
Bürobedarf | Spielzeug & Baby,1.0,1,50cc50rnd,050un,large,0
Elektronik & Computer | Lebensmittel & Getränke,0.0,1,50cc50rnd,050un,large,0
"Bücher, Filme & Musik | Lebensmittel & Getränke",0.0,1,50cc50rnd,050un,large,0
Bürobedarf | Gesundheit & Pflege,0.0,1,50cc50rnd,050un,large,0
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,50cc50rnd,050un,large,0
Kleidung & Accessoires | Kleidung & Accessoires,0.4717607973421927,894,20cc80rnd,050un,small,1
Möbel & Wohnen | Möbel & Wohnen,0.49808429118773945,529,20cc80rnd,050un,small,1
Kleidung & Accessoires | Möbel & Wohnen,0.4444444444444444,339,20cc80rnd,050un,small,1
Elektronik & Computer | Kleidung & Accessoires,0.5,240,20cc80rnd,050un,small,1
Elektronik & Computer | Möbel & Wohnen,0.9032258064516129,207,20cc80rnd,050un,small,1
Elektronik & Computer | Elektronik & Computer,0.7843137254901961,191,20cc80rnd,050un,small,1
Kleidung & Accessoires | Sport & Freizeit,0.47619047619047616,184,20cc80rnd,050un,small,1
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.6666666666666666,161,20cc80rnd,050un,small,1
Möbel & Wohnen | Werkzeug & Baumarkt,0.4444444444444444,137,20cc80rnd,050un,small,1
Kleidung & Accessoires | Werkzeug & Baumarkt,0.3333333333333333,126,20cc80rnd,050un,small,1
Auto & Motorrad | Auto & Motorrad,0.6666666666666666,108,20cc80rnd,050un,small,1
Kleidung & Accessoires | Kosmetik & Drogerie,1.0,101,20cc80rnd,050un,small,1
Möbel & Wohnen | Spielzeug & Baby,0.7368421052631579,81,20cc80rnd,050un,small,1
Elektronik & Computer | Werkzeug & Baumarkt,0.75,77,20cc80rnd,050un,small,1
Kleidung & Accessoires | Spielzeug & Baby,0.0,72,20cc80rnd,050un,small,1
Auto & Motorrad | Kleidung & Accessoires,0.0,71,20cc80rnd,050un,small,1
Möbel & Wohnen | Sport & Freizeit,0.5,68,20cc80rnd,050un,small,1
Kosmetik & Drogerie | Kosmetik & Drogerie,0.5306122448979592,66,20cc80rnd,050un,small,1
Spielzeug & Baby | Spielzeug & Baby,0.6363636363636364,62,20cc80rnd,050un,small,1
Kosmetik & Drogerie | Möbel & Wohnen,0.5,59,20cc80rnd,050un,small,1
Gesundheit & Pflege | Möbel & Wohnen,1.0,44,20cc80rnd,050un,small,1
Auto & Motorrad | Möbel & Wohnen,1.0,39,20cc80rnd,050un,small,1
Sport & Freizeit | Sport & Freizeit,0.6,39,20cc80rnd,050un,small,1
Elektronik & Computer | Spielzeug & Baby,0.0,38,20cc80rnd,050un,small,1
Elektronik & Computer | Sport & Freizeit,1.0,38,20cc80rnd,050un,small,1
Elektronik & Computer | Kosmetik & Drogerie,1.0,36,20cc80rnd,050un,small,1
Gesundheit & Pflege | Kleidung & Accessoires,0.0,32,20cc80rnd,050un,small,1
Gesundheit & Pflege | Kosmetik & Drogerie,1.0,31,20cc80rnd,050un,small,1
Auto & Motorrad | Elektronik & Computer,0.0,29,20cc80rnd,050un,small,1
Sport & Freizeit | Werkzeug & Baumarkt,1.0,25,20cc80rnd,050un,small,1
Kosmetik & Drogerie | Werkzeug & Baumarkt,1.0,22,20cc80rnd,050un,small,1
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,19,20cc80rnd,050un,small,1
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,19,20cc80rnd,050un,small,1
Auto & Motorrad | Werkzeug & Baumarkt,0.0,17,20cc80rnd,050un,small,1
Auto & Motorrad | Sport & Freizeit,0.5,17,20cc80rnd,050un,small,1
Gesundheit & Pflege | Gesundheit & Pflege,1.0,16,20cc80rnd,050un,small,1
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,15,20cc80rnd,050un,small,1
Bürobedarf | Kleidung & Accessoires,0.0,15,20cc80rnd,050un,small,1
Kosmetik & Drogerie | Sport & Freizeit,0.0,14,20cc80rnd,050un,small,1
Lebensmittel & Getränke | Möbel & Wohnen,1.0,14,20cc80rnd,050un,small,1
Elektronik & Computer | Gesundheit & Pflege,0.0,13,20cc80rnd,050un,small,1
Bürobedarf | Elektronik & Computer,1.0,12,20cc80rnd,050un,small,1
Gesundheit & Pflege | Sport & Freizeit,1.0,11,20cc80rnd,050un,small,1
Spielzeug & Baby | Sport & Freizeit,0.8,10,20cc80rnd,050un,small,1
Kosmetik & Drogerie | Spielzeug & Baby,0.0,8,20cc80rnd,050un,small,1
Elektronik & Computer | Lebensmittel & Getränke,1.0,7,20cc80rnd,050un,small,1
Bürobedarf | Möbel & Wohnen,0.0,7,20cc80rnd,050un,small,1
Elektronik & Computer | Haustier & Tierbedarf,0.0,7,20cc80rnd,050un,small,1
Haustier & Tierbedarf | Möbel & Wohnen,0.0,7,20cc80rnd,050un,small,1
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,6,20cc80rnd,050un,small,1
Auto & Motorrad | Gesundheit & Pflege,0.0,5,20cc80rnd,050un,small,1
Gesundheit & Pflege | Lebensmittel & Getränke,0.6666666666666666,5,20cc80rnd,050un,small,1
Haustier & Tierbedarf | Kleidung & Accessoires,0.0,5,20cc80rnd,050un,small,1
Gesundheit & Pflege | Spielzeug & Baby,0.0,4,20cc80rnd,050un,small,1
Bürobedarf | Kosmetik & Drogerie,0.0,4,20cc80rnd,050un,small,1
Lebensmittel & Getränke | Spielzeug & Baby,0.0,4,20cc80rnd,050un,small,1
Auto & Motorrad | Haustier & Tierbedarf,0.0,4,20cc80rnd,050un,small,1
Bürobedarf | Werkzeug & Baumarkt,0.0,4,20cc80rnd,050un,small,1
Auto & Motorrad | Kosmetik & Drogerie,0.0,4,20cc80rnd,050un,small,1
Lebensmittel & Getränke | Lebensmittel & Getränke,1.0,3,20cc80rnd,050un,small,1
Auto & Motorrad | Spielzeug & Baby,0.0,3,20cc80rnd,050un,small,1
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,3,20cc80rnd,050un,small,1
Bürobedarf | Sport & Freizeit,0.0,3,20cc80rnd,050un,small,1
Lebensmittel & Getränke | Sport & Freizeit,0.0,3,20cc80rnd,050un,small,1
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,2,20cc80rnd,050un,small,1
Auto & Motorrad | Bürobedarf,0.0,2,20cc80rnd,050un,small,1
Haustier & Tierbedarf | Werkzeug & Baumarkt,0.0,2,20cc80rnd,050un,small,1
Bürobedarf | Spielzeug & Baby,1.0,2,20cc80rnd,050un,small,1
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,20cc80rnd,050un,small,1
Auto & Motorrad | Lebensmittel & Getränke,0.0,2,20cc80rnd,050un,small,1
Haustier & Tierbedarf | Haustier & Tierbedarf,1.0,2,20cc80rnd,050un,small,1
Bürobedarf | Lebensmittel & Getränke,0.0,1,20cc80rnd,050un,small,1
Bürobedarf | Gesundheit & Pflege,0.0,1,20cc80rnd,050un,small,1
Haustier & Tierbedarf | Sport & Freizeit,0.0,1,20cc80rnd,050un,small,1
"Bücher, Filme & Musik | Möbel & Wohnen",1.0,1,20cc80rnd,050un,small,1
Gesundheit & Pflege | Haustier & Tierbedarf,0.0,1,20cc80rnd,050un,small,1
"Bücher, Filme & Musik | Bürobedarf",0.0,1,20cc80rnd,050un,small,1
Bürobedarf | Bürobedarf,0.0,1,20cc80rnd,050un,small,1
Kleidung & Accessoires | Kleidung & Accessoires,0.5418326693227091,894,20cc80rnd,050un,small,2
Möbel & Wohnen | Möbel & Wohnen,0.48034934497816595,529,20cc80rnd,050un,small,2
Kleidung & Accessoires | Möbel & Wohnen,0.46153846153846156,339,20cc80rnd,050un,small,2
Elektronik & Computer | Kleidung & Accessoires,0.5,240,20cc80rnd,050un,small,2
Elektronik & Computer | Möbel & Wohnen,0.875,207,20cc80rnd,050un,small,2
Elektronik & Computer | Elektronik & Computer,0.8421052631578947,191,20cc80rnd,050un,small,2
Kleidung & Accessoires | Sport & Freizeit,0.5714285714285714,184,20cc80rnd,050un,small,2
