timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-02-27T06:42:36,codecarbon,572d66af-28af-4d7f-b6b3-e6c13b5cab28,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1609.4233092389768,0.030706676276251014,1.9079303810239212e-05,17.002302594363638,80.19657865477193,38.0,0.007335898515932602,0.056906196358252004,0.016363434135530642,0.08060552900971522,0.0,Germany,DEU,baden-wurttemberg,,,Linux-5.14.0-611.30.1.el9_7.x86_64-x86_64-with-glibc2.34,3.10.14,3.0.8,10,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1,1 x NVIDIA RTX 6000 Ada Generation,9.1794,47.6601,100,machine,N,1.0,0.0
