timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2026-03-06T10:07:44,codecarbon,d76d4063-1636-4706-87db-de12e3f6930d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2519.852877081837,0.1198098048882308,4.754634922455427e-05,72.07235320693087,360.4602515637363,20.0,0.0487456845968947,0.2522303345618866,0.0135266843147213,0.3145027034735028,0.0,Germany,DEU,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.10.14,3.2.0,10,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA H100 NVL,60,machine,N,1.0,0.0,,
2026-03-10T00:18:15,codecarbon,538f7335-b6ee-4455-a77f-37df1c26562b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28004.69823370804,0.9079886550421927,3.2422725910657596e-05,22.54321635781292,265.3873086587979,20.0,0.16943913347482906,2.063724292922558,0.15032168987034947,2.3834851162677326,0.0,Germany,DEU,Linux-5.14.0-611.34.1.el9_7.x86_64-x86_64-with-glibc2.34,3.10.14,3.2.0,10,AMD EPYC 7713P 64-Core Processor,1,1 x NVIDIA A40,60,machine,N,1.0,0.0,,
