model,variant,f1_mean,f1_std,n_seeds,precision_mean,recall_mean,seeds
roberta,de_de,57.85888726950723,1.5816467268985521,3,42.71702582643511,89.84302862419206,"0,1,2"
roberta,de_en,51.02792653856765,2.5824134456253285,3,37.28487965753373,81.34810710987996,"0,1,2"
roberta,en_de,49.63561030008204,1.633786830020923,3,35.54468412363958,82.36380424746075,"0,1,2"
roberta,en_en,53.09231040097851,3.0665342515557024,3,37.84385080617238,89.47368421052632,"0,1,2"
roberta,random,52.705702936794744,1.7492481405884754,3,38.196337823667015,85.22622345337027,"0,1,2"
