model,variant,f1_mean,f1_std,n_seeds,precision_mean,recall_mean,seeds
xlmr,de_de,63.70086520174464,0.2561632580316175,3,49.31678916821977,89.93536472760849,"0,1,2"
xlmr,de_en,57.675569702106,0.1369210221213185,3,45.11325318837882,79.96306555863343,"0,1,2"
xlmr,en_de,56.77936394444788,0.3643116240804899,3,44.36351098042661,78.8550323176362,"0,1,2"
xlmr,en_en,63.35200746218212,0.15331606506452056,3,50.196179134500674,85.87257617728532,"0,1,2"
xlmr,random,59.550060110407706,0.42291166980901296,3,46.546995885495676,82.64081255771006,"0,1,2"
