timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-12-29T15:06:20,codecarbon,5b17ee73-ffcb-417c-b171-fcf76895062d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,150.8792647817172,0.0023872944867423,1.582254851384741e-05,17.279080204625004,104.66485233111246,20.0,0.0007044644793232,0.0047523699129783,0.000809852802192,0.0062666871944936,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.9.21,3.0.7,10,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1,1 x NVIDIA RTX 6000 Ada Generation,,,30,machine,N,1.0
2026-01-31T04:43:41,codecarbon,ff960a7a-99e8-4984-956e-d9ab949441da,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,228.47425167402253,0.004012573271293833,1.7562474729182193e-05,37.641050803125,90.48113131888985,20.0,0.0024830513636106884,0.006825678516094058,0.001224340789133243,0.010533070668837992,Germany,DEU,,,,Linux-5.14.0-570.33.2.el9_6.x86_64-x86_64-with-glibc2.34,3.9.21,3.0.7,10,AMD EPYC 7713P 64-Core Processor,1,1 x NVIDIA A40,,,30,machine,N,1.0
